word,frequency,lemmas,seven_k,pos,cefr,ranking,tc
microcline,37,[],,"[""noun""]",,35045,n.[礦]微斜長石
satisfiable,37,[],,"[""adjective""]",,35046,adj.可以滿足的
megalomaniac,37,"[""megalomaniacs""]",,"[""noun"",""adjective""]",,35047,adj.[醫]誇大狂的n.誇大狂患者
koranic,37,[],,"[""adjective""]",,35048,adj.(伊斯蘭教)可蘭經的
essene,37,[],,"[""noun""]",,35049,"n.古猶太的禁欲,神秘主義宗派的信徒,艾賽尼派教徒"
goethite,37,"[""goethites""]",,"[""noun""]",,35050,n.[礦]針鐵礦
hermeneutical,37,[],,"[""adjective""]",,35051,
cryptocrystalline,37,[],,"[""adjective""]",,35052,adj.[礦]隱晶(質)的
disharmony,37,"[""disharmonies""]",,"[""noun"",""adjective""]",,35053,n.不調和
chiasma,37,"[""chiasmas""]",,"[""noun""]",,35054,n.交叉
effervescence,37,"[""effervescences""]",,"[""noun""]",,35055,"n.冒泡,[化]泡騰,活潑"
stateswoman,37,[],,"[""noun""]",,35056,n.婦女政治家
presentational,37,[],,"[""adjective""]",,35057,"adj.表像的,直覺的"
billionth,37,"[""billionths""]",,"[""noun"",""adjective""]",,35058,"adj.第十億的,十億分之一的n.第十億,十億分之一"
firedrake,37,"[""firedrakes""]",,"[""noun""]",,35059,n.火龍
cromlech,37,"[""cromleches""]",,"[""noun""]",,35060,n.環狀列石
abhorrence,37,"[""abhorrences""]",,"[""noun""]",,35061,"n.痛恨,憎惡"
sapphic,37,[],,"[""adjective"",""noun""]",,35062,"n.有沙弗風格之詩adj.沙弗風格的,沙弗詩體的"
luddite,37,"[""luddites""]",,"[""noun""]",,35063,
expatriation,37,"[""expatriations""]",,"[""noun""]",,35064,"n.放逐國外,放棄國籍"
metazoa,37,"[""metazoas""]",,"[""noun (plural)""]",,35065,"n.[動]復細胞動物,後生動物"
ablaut,37,"[""ablauts""]",,"[""noun""]",,35066,n.[語音]元音變換
corpuscular,37,[],,"[""adjective""]",,35067,"adj.血球的,微粒子的"
aristotelianism,37,"[""aristotelianisms""]",,"[""other""]",,35068,"n.亞裡斯多德哲學,亞裡斯多德學說"
snick,37,"[""snicked"",""snicking"",""snicks""]",,"[""noun"",""verb transitive"",""other""]",,35069,n.刻痕v.刻細痕於
mease,37,[],,"[""noun""]",,35070,
ramie,37,"[""ramies""]",,"[""noun""]",,35071,"n.[植]苧麻,(紡織等用的)苧麻纖維"
skulduggery,37,"[""skulduggeries""]",,"[""noun""]",,35072,"n.欺騙,作假,使詐,詭計"
polarimetry,37,[],,"[""noun""]",,35073,"n.[物]偏振測定(法),旋光測定(法)"
epiphysis,37,"[""epiphysises""]",,"[""noun""]",,35074,
elzevir,37,[],,"[""adjective""]",,35075,
chorda,37,[],,"[""noun""]",,35076,"n.索,腱"
spoliation,37,"[""spoliations""]",,"[""verb transitive""]",,35077,n.掠奪
sawtry,37,[],,"[""noun""]",,35078,
cheapness,37,"[""cheapnesses""]",,"[""noun""]",,35079,n.廉價
nutria,37,"[""nutrias""]",,"[""noun""]",,35080,"n.海狸鼠,其毛皮"
omerta,37,[],,"[""noun""]",,35081,n.拒絕作證(黑手黨徒的一種行為准則)
trionyx,37,"[""trionyxes""]",,"[""noun""]",,35082,
woolsack,37,[],,"[""noun""]",,35083,"n.羊毛袋,<英>議長的座位(沒有羊毛坐墊的席位),議長的職位"
chappy,37,[],,"[""other""]",,35084,n.家伙
dulcamara,37,[],,"[""noun""]",,35085,
palpus,37,[],,"[""noun""]",,35086,n.(=palp)觸須
scullery,37,"[""sculleries""]",,"[""noun"",""noun (plural)""]",,35087,"n.碗碟洗滌處,碗碟儲藏室"
shiff,37,[],,"[""verb intransitive""]",,35088,
triennially,37,[],,"[""adv""]",,35089,adv.每三年地
interpretable,37,[],,"[""adjective""]",,35090,"adj.能說明的,能翻譯的,可判斷的"
saccule,37,"[""saccules""]",,"[""noun""]",,35091,"n.[生]小囊,[解](內耳迷路中的球囊)"
fractionally,37,[],,"[""adv""]",,35092,
cloudless,37,[],,"[""adjective""]",,35093,adj.無雲的
sargo,37,[],,"[""noun""]",,35094,
moate,37,[],,"[""verb intransitive""]",,35095,
osteological,37,[],,"[""adjective""]",,35096,"adj.骨學的,骨學上的adj.[解]骨(骼) 學的"
landaulet,37,[],,"[""noun""]",,35097,"n.landau 形的小型車,小型之 landau 轎式汽車"
probationer,37,"[""probationers""]",,"[""noun""]",,35098,"n.試讀生,緩刑犯"
waylay,37,"[""waylaid"",""waylaying"",""waylays""]",,"[""verb transitive"",""other""]",,35099,"vt.埋伏,伏擊,搶劫"
nominator,37,[],,"[""noun""]",,35100,"n.提名者,任命者,續任者"
imaginal,37,[],,"[""adjective""]",,35101,"adj.成蟲的,想像的"
redpoll,37,"[""redpolls""]",,"[""noun""]",,35102,"n.金翅鳥,無角的紅牛"
tetany,37,[],,"[""noun""]",,35103,n.手足抽搐
genua,37,[],,"[""noun (plural)""]",,35104,
impresa,37,[],,"[""noun""]",,35105,"n.箴言,箴言牌,題銘"
tiler,37,[],,"[""noun""]",,35106,"n.蓋瓦工人,秘密集會的看守人"
recode,37,"[""recoded""]",,[],,35107,
sneap,37,[],,"[""verb transitive"",""noun""]",,35108,
revolute,37,[],,"[""adjective""]",,35109,"adj.向後卷的,外卷的"
pomologist,37,[],,"[""noun""]",,35110,
triclinium,37,[],,"[""noun""]",,35111,"n.躺臥餐桌,有此種餐桌的餐室"
reedbuck,37,"[""reedbucks""]",,"[""noun""]",,35112,n.[動] 小葦羚(產於非洲的小羚羊)
extempore,37,[],,"[""adv"",""adjective"",""noun"",""verb intransitive"",""verb transitive""]",,35113,"adj.即席的,當場的adv.即席,當場n.即席之作"
sope,37,[],,"[""noun""]",,35114,
oast,37,"[""oasts""]",,"[""noun""]",,35115,"n.干(麥芽,煙葉等的)烘爐"
kummel,37,"[""kummels""]",,"[""noun""]",,35116,"n.蒔蘿利口酒,烈性甜酒(內含蒔蘿等多種香料)"
polt,37,[],,"[""noun"",""adjective""]",,35117,"n.圖表,情節,陰謀v.標出.的位置,密謀,圖謀"
spathulate,37,[],,"[""adjective""]",,35118,adj.[植]匙形的
collectorate,37,[],,"[""noun""]",,35119,n.收稅員的職位及管區
bason,37,[],,"[""noun""]",,35120,"n.(=basin)臉盆,盆地"
poundage,37,"[""poundages""]",,"[""noun"",""verb transitive""]",,35121,"n.手續費,監禁"
rustication,37,"[""rustications""]",,"[""noun""]",,35122,n.鄉村生活
burel,37,[],,"[""other""]",,35123,
alunite,37,[],,"[""noun""]",,35124,n.[地質]明礬石
lout,37,"[""louts""]",,"[""verb intransitive"",""noun"",""verb transitive""]",,35125,n.笨人vt.愚弄vi.鞠躬
pilifera,37,[],,"[""noun (plural)""]",,35126,
luteous,37,[],,"[""adjective""]",,35127,adj.略帶綠色之黃金色的
cellule,37,[],,"[""noun""]",,35128,n.小細胞
stalder,37,[],,"[""noun""]",,35129,
hepper,37,[],,"[""noun""]",,35130,
parathesis,37,[],,"[""noun""]",,35131,
slive,37,[],,"[""verb intransitive"",""verb transitive""]",,35132,
bracted,37,[],,"[""adjective""]",,35133,
ugh,36,[],,"[""other""]",,35134,"int.啊,唷"
hoarder,36,"[""hoarders""]",,"[""noun""]",,35135,"n.囤積者,貯藏者"
foolishly,36,[],,"[""adv""]",,35136,"adv.愚笨地,無聊地"
personable,36,[],,"[""adjective""]",,35137,adj.漂亮的
stickiness,36,"[""stickinesses""]",,"[""noun""]",,35138,"n.粘性,膠粘"
coleslaw,36,"[""coleslaws""]",,"[""noun""]",,35139,n.涼拌卷心菜
sensibly,36,[],,"[""adv""]",,35140,"adv.明顯地,敏感地,聰明地"
jittery,36,[],,"[""adjective""]",,35141,"adj.神經過敏的,戰戰兢兢的,抖動著"
guesswork,36,"[""guessworks""]",,"[""noun""]",,35142,"n.臆測,猜測,憑猜測所作之工作"
pigsty,36,"[""pigsties""]",,"[""noun"",""noun (plural)""]",,35143,"n.豬舍,髒房子"
praline,36,"[""pralines""]",,"[""noun""]",,35144,n.果仁糖
pullover,36,"[""pullovers""]",,"[""noun"",""adjective""]",,35145,n.套衫adj.套領的
dubb,36,[],,"[""noun""]",,35146,
oaf,36,"[""oafs""]",,"[""noun""]",,35147,"n.[罕]呆子,畸形兒"
disconcert,36,"[""disconcerted"",""disconcerting"",""disconcerts""]",,"[""verb transitive"",""noun"",""other""]",,35148,"vt.使驚惶,使倉皇失措,破壞"
snotty,36,[],,"[""adjective""]",,35149,"adj.流鼻涕的,下賤的"
lurker,36,"[""lurkers""]",,"[""noun""]",,35150,
understaffed,36,[],,"[""adjective""]",,35151,"adj.人員不足的,人手不足的"
morbidly,36,[],,"[""adv""]",,35152,adv.病態地
tailpipe,36,"[""tailpipes""]",,"[""noun""]",,35153,n.[汽]排氣管
retractor,36,"[""retractors""]",,"[""noun""]",,35154,n.牽引器
traversable,36,[],,"[""adjective""]",,35155,"adj.可以橫過的,可以穿過的,可否定的"
denudation,36,"[""denudations""]",,"[""noun""]",,35156,"n.剝下,裸露,濫伐,剝蝕"
fulminant,36,[],,"[""adjective""]",,35157,adj.(疾病)爆發性的
fowls,36,[],,"[""noun (plural)""]",,35158,
celled,36,[],,"[""other"",""adjective""]",,35159,
incalculable,36,[],,"[""adjective""]",,35160,adj.不可計算的
jacobitism,36,[],,"[""noun""]",,35161,
atheling,36,[],,"[""noun""]",,35162,
affectation,36,"[""affectations""]",,"[""noun""]",,35163,"n.假裝,虛飾,做作"
employable,36,[],,"[""adjective""]",,35164,"adj.稱職的,有資格任職的"
ecclesiasticus,36,[],,"[""noun""]",,35165,n.[宗](杜埃版<<聖經>>中的)<<便西拉智訓>>(亦譯<<德訓篇>>或<<次經傳道書>>或<<耶數智慧書>>)
marriageable,36,[],,"[""adjective""]",,35166,"adj.達到結婚年齡的,適宜結婚的"
recomposed,36,[],,"[""other""]",,35167,
felonious,36,[],,"[""adjective""]",,35168,"adj.惡毒的,凶惡的,極惡的,重罪的"
metalloid,36,[],,"[""noun"",""adjective""]",,35169,n.非金屬adj.非金屬的
catgut,36,"[""catguts""]",,"[""noun""]",,35170,n.(羊)腸線
hont,36,[],,"[""other""]",,35171,
hyperkinetic,36,[],,"[""adjective""]",,35172,"adj.[醫]運動機能亢奮的,運動過度的"
negritos,36,[],,"[""noun (plural)""]",,35173,
climatically,36,[],,"[""adverb""]",,35174,"adv.氣候上,風土上"
butterball,36,"[""butterballs""]",,"[""noun""]",,35175,"n.小鴨的一種,胖子"
foregut,36,[],,"[""noun""]",,35176,n.前腸
revocable,36,"[""revocables""]",,"[""adjective""]",,35177,"adj.可廢止的,可取消的"
atomistic,36,[],,"[""adjective""]",,35178,adj.原子論的
cymric,36,[],,"[""adjective"",""noun""]",,35179,n.威爾士之賽爾特語adj.威爾士人[語]的
skean,36,[],,"[""noun""]",,35180,n.雙刃短劍
xanthophyll,36,"[""xanthophylls""]",,"[""noun""]",,35181,
concubinage,36,"[""concubinages""]",,"[""noun""]",,35182,"n.非法同居,納妾"
bollandists,36,[],,"[""noun (plural)""]",,35183,
voyeuristic,36,[],,"[""adjective""]",,35184,adj.喜好窺陰的
ontogenetic,36,[],,"[""adjective""]",,35185,"adj.[生]個體發生的,個體發育的"
prudently,36,[],,"[""adv""]",,35186,"adv.謹慎地,慎重地"
sabbatarianism,36,[],,"[""noun""]",,35187,"n.嚴守星期日為安息日,守安息日(星期六)"
creditworthiness,36,"[""creditworthinesses""]",,[],,35188,
weariness,36,"[""wearinesses""]",,"[""noun""]",,35189,"n.疲倦,厭煩,疲勞"
tantalite,36,"[""tantalites""]",,"[""noun""]",,35190,n.[礦]鉭鐵礦
hydantoin,36,[],,"[""noun""]",,35191,
provencal,36,"[""provencals""]",,"[""adjective"",""noun""]",,35192,"adj.普羅旺斯的,普羅旺斯人的n.普羅旺斯人,普羅旺斯語"
derivable,36,[],,"[""adjective""]",,35193,"adj.可引出的,可推論的,可誘導的"
multilane,36,[],,"[""adjective""]",,35194,adj.多車道的(亦作multilaned)
hydric,36,[],,"[""adjective""]",,35195,"adj.氫氣的,含氫的"
usufruct,36,[],,"[""noun""]",,35196,"n.[律]用益權,使用權,行使用益權vt.根據用益權占有"
eremite,36,"[""eremites""]",,"[""noun"",""adjective""]",,35197,"n.遁世修行的人,隱士"
annalistic,36,[],,"[""adjective""]",,35198,adj.編年史的
handmaiden,36,"[""handmaidens""]",,"[""noun""]",,35199,"n.(=handmaid)侍女,女僕"
dayspring,36,"[""daysprings""]",,"[""noun""]",,35200,"n.黎明,開端,拂曉"
wether,36,"[""wethers""]",,"[""noun""]",,35201,"n.閹羊,閹過的公羊"
showbread,36,[],,"[""noun""]",,35202,n.=shewbread
orlo,36,[],,"[""noun""]",,35203,
photogravure,36,"[""photogravures""]",,"[""noun""]",,35204,"n.凹版印刷,凹版照相vt.用凹版印刷"
cuprous,36,[],,"[""adjective""]",,35205,"adj.亞銅的,一價銅的"
deaconry,36,[],,"[""noun""]",,35206,"n.[宗]執事,會長之職位"
mandore,36,[],,"[""noun""]",,35207,
prancer,36,"[""prancers""]",,"[""noun""]",,35208,
pomology,36,"[""pomologies""]",,"[""noun""]",,35209,n.果樹栽培(學)
sundries,36,"[""sundrieses""]",,"[""noun (plural)""]",,35210,"n.pl.雜物,雜事"
goatherd,36,"[""goatherds""]",,"[""noun""]",,35211,"n.牧山羊者,牧羊人,"
depolarizing,36,[],,"[""other""]",,35212,
kleptomania,36,"[""kleptomanias""]",,"[""noun""]",,35213,n.盜竊癖
seedsman,36,"[""seedsmen""]",,"[""noun"",""noun (plural)""]",,35214,"n.播種者,賣種子的店鋪"
clumber,36,"[""clumbers""]",,"[""noun""]",,35215,n.矮腳體壯毛厚的西班牙獵犬
incircle,36,[],,"[""verb transitive""]",,35216,
blackfly,36,"[""blackflies""]",,"[""noun""]",,35217,
razorbill,36,"[""razorbills""]",,"[""noun""]",,35218,n.海雀(一種尖嘴鳥)
fibrocartilage,36,"[""fibrocartilages""]",,"[""noun""]",,35219,n.纖維軟骨
opuscula,36,[],,"[""noun (plural)""]",,35220,
longish,36,[],,"[""adjective""]",,35221,"adj.稍長的,略長的"
fibulae,36,[],,"[""noun (plural)""]",,35222,"n.搭扣,扣針"
ical,36,[],,"[""adjective""]",,35223,
unknot,36,"[""unknotting""]",,"[""verb transitive""]",,35224,vt.解開...結子
helminthiasis,36,[],,"[""noun""]",,35225,"n.[醫]蠕蟲病,腸蟲病"
inkpot,36,"[""inkpots""]",,"[""noun""]",,35226,n.墨水壺
sadh,36,[],,"[""noun""]",,35227,
prodigiously,36,[],,"[""adv""]",,35228,
colchicine,36,[],,"[""noun""]",,35229,n.秋水仙堿(用番紅花作原料而制成的植物鹽基)
quadripartite,36,[],,"[""adjective""]",,35230,"adj.分成四組的,由四部組成的"
teosinte,36,[],,"[""noun""]",,35231,n.[植]墨西哥類蜀黍
gateau,36,"[""gateaus""]",,"[""noun""]",,35232,
phlebotomy,36,"[""phlebotomies""]",,"[""noun""]",,35233,"n.刺骼,放血"
teleostei,36,"[""teleosteis""]",,"[""noun (plural)""]",,35234,
amusingly,36,[],,"[""adverb""]",,35235,"adv.有趣地,好笑地"
nitromethane,36,[],,"[""noun""]",,35236,n.[化] 硝基甲烷
sigmoidal,36,[],,"[""adjective""]",,35237,
thyrsus,36,[],,"[""noun""]",,35238,"n.Bocchus 的手杖,圓錐花序"
secessionism,36,"[""secessionisms""]",,"[""noun""]",,35239,"n.脫離論,分離主義"
chirurgical,36,[],,"[""adjective""]",,35240,
unpronounceable,36,[],,"[""adjective""]",,35241,"adj.不能發音的,不易正確發音的"
infinitesimally,36,[],,"[""adv""]",,35242,
stylobate,36,[],,"[""noun""]",,35243,n.[建]柱座(一列柱子下面的柱基)
unrehearsed,36,[],,"[""adjective""]",,35244,
monounsaturated,36,[],,[],,35245,
chiasm,36,"[""chiasms""]",,"[""noun""]",,35246,n.=chiasma
youthfulness,36,"[""youthfulnesses""]",,"[""noun""]",,35247,"n.青年,少壯"
pseudopod,36,"[""pseudopods""]",,"[""noun""]",,35248,"n.[植]假足,[動]偽足"
nestorianism,36,[],,"[""noun""]",,35249,
counterrevolution,36,"[""counterrevolutions""]",,"[""noun""]",,35250,n.反革命
glossolalia,36,"[""glossolalias""]",,"[""noun""]",,35251,n.語意不清
obeisance,36,"[""obeisances""]",,"[""noun"",""adjective""]",,35252,"n.敬禮,鞠躬,頓首,服從"
unshared,36,[],,"[""adjective""]",,35253,"adj.不分享的,獨享的,不分擔的,不共同參與的"
amorosa,36,[],,"[""noun""]",,35254,
luminiferous,36,[],,"[""adjective""]",,35255,"adj.發光的,傳光的"
barrelled,36,[],,"[""other"",""adjective""]",,35256,"adj.桶裝的,有槍身的"
quat,36,[],,"[""noun"",""verb transitive""]",,35257,
ungainly,36,[],,"[""adjective"",""adv"",""noun""]",,35258,"adj.難看的,不像樣的,笨拙的adv.笨拙地,難看地,不雅地"
latecomer,36,"[""latecomers""]",,"[""noun""]",,35259,n.遲到者
scandalize,36,"[""scandalized""]",,"[""verb transitive"",""other""]",,35260,v.生反感
altissimo,36,[],,"[""noun""]",,35261,adj.最高的
euripus,36,[],,"[""noun""]",,35262,"n.急流海峽,潮急"
bondsman,36,"[""bondsmen""]",,"[""noun"",""noun (plural)""]",,35263,n.奴隸
cribriform,36,[],,"[""adjective""]",,35264,"adj.篩狀的,有小孔的"
abeam,36,[],,"[""adv""]",,35265,adv.adj.與船的龍骨成直角
capucine,36,[],,"[""noun""]",,35266,n.=capuchin monkey
blastula,36,"[""blastulas""]",,"[""noun""]",,35267,n.[發生學]囊胚
chirpy,36,[],,"[""adjective""]",,35268,"adj.嚓嚓叫的,快活的,活潑的"
pectinate,36,[],,"[""adjective""]",,35269,"adj.梳狀的,櫛齒狀的"
ictus,36,"[""ictuses""]",,"[""noun""]",,35270,"n.強音,揚音,爆發"
flashbulb,36,"[""flashbulbs""]",,"[""noun""]",,35271,n.[攝]閃光燈泡
palisaded,36,[],,"[""other""]",,35272,
plunderer,36,"[""plunderers""]",,"[""noun""]",,35273,n.掠奪者
misstatement,36,"[""misstatements""]",,"[""noun""]",,35274,"n.誤述,虛偽陳述"
ungual,36,[],,"[""adjective""]",,35275,"adj.爪的,有爪的,爪似的"
collimator,36,"[""collimators""]",,"[""noun""]",,35276,n.瞄准儀
overskirt,36,"[""overskirts""]",,"[""noun""]",,35277,n.罩裙
culverin,36,[],,"[""noun""]",,35278,"n.一種槍,一種重炮"
documental,36,[],,"[""adjective""]",,35279,"adj.公文的,文件的"
prate,36,"[""prating"",""prated"",""prates""]",,"[""verb intransitive"",""verb transitive"",""noun"",""other""]",,35280,v.空談n.空談
chambertin,36,[],,"[""noun""]",,35281,n.香貝坦紅葡萄酒(勃艮第酒的一種)
meeth,36,[],,"[""noun""]",,35282,
agrimony,36,"[""agrimonies""]",,"[""noun""]",,35283,"n.[植]龍牙草,仙鶴草,大麻葉澤蘭"
poignancy,36,"[""poignancies""]",,"[""noun""]",,35284,"n.辛酸(事) 強烈,尖刻,辛辣"
conine,36,[],,"[""noun""]",,35285,
brasse,36,[],,"[""noun""]",,35286,
dunner,36,[],,"[""noun""]",,35287,"n.催討者,討債人"
hibernaculum,36,[],,"[""noun""]",,35288,"n.冬眠場所,越冬芽"
pieno,36,[],,"[""adjective""]",,35289,
invalidation,36,"[""invalidations""]",,"[""noun""]",,35290,"n.無效,失效"
crang,36,[],,"[""noun""]",,35291,
kaput,36,[],,"[""adjective""]",,35292,"adj.過時的,故障的,失敗了的"
windblown,36,[],,"[""adjective""]",,35293,"adj.被風吹的,被風吹斜的,(頭發)風飄型的"
monography,36,[],,"[""noun""]",,35294,n.=monograph
limmer,36,[],,"[""adjective"",""noun""]",,35295,"n.<主蘇格蘭>賤女人,蕩婦,娼妓"
knoller,36,[],,"[""noun""]",,35296,
supertonic,36,"[""supertonics""]",,"[""noun""]",,35297,"n.[音]音階第二音,上主音"
triolet,36,[],,"[""noun""]",,35298,n.八行兩韻詩
plateresque,36,[],,"[""adjective""]",,35299,n.帶復雜花葉形裝飾的
raffinose,36,"[""raffinoses""]",,"[""noun""]",,35300,"n.[生化]蜜三糖,棉子糖"
inoculum,36,[],,"[""noun""]",,35301,n.接種體
hyaloid,36,[],,"[""adjective""]",,35302,adj.透明的
rawness,36,[],,"[""noun""]",,35303,"n.生,無經驗"
safecracker,36,"[""safecrackers""]",,"[""noun""]",,35304,n.保險箱竊賊
lazaret,36,"[""lazarets""]",,"[""noun""]",,35305,"n.傳染病院,檢疫船"
prohibitory,36,[],,"[""adjective""]",,35306,"adj.禁止的,很昂貴的"
cameronian,36,[],,"[""noun""]",,35307,"n.改革長老會之會員,蘇格蘭步兵團"
yuke,36,[],,"[""other""]",,35308,
korin,36,[],,"[""noun""]",,35309,
neele,36,[],,"[""noun""]",,35310,
goodby,36,"[""goodbies""]",,"[""noun"",null]",,35311,int.&n.<美>=goodbye
introgression,36,[],,"[""noun""]",,35312,"n.基因滲入,漸滲現像"
nonne,36,[],,"[""noun""]",,35313,
douar,36,[],,"[""noun""]",,35314,
elytron,36,"[""elytrons""]",,"[""noun""]",,35315,"n.(=elytrum)[昆蟲]翅鞘,翅基"
mylohyoid,36,[],,"[""adjective""]",,35316, [解]Ⅰadj.下頜舌骨的
septinsular,36,[],,"[""adjective""]",,35317,
fibered,36,[],,"[""adjective""]",,35318,"adj.有纖維的,纖維質的"
thunderstone,36,[],,"[""noun""]",,35319,"n.雷石隕石,黃鐵礦團塊"
thysanoptera,36,"[""thysanopteras""]",,"[""noun (plural)""]",,35320,
membered,36,[],,"[""adjective""]",,35321,
hypospadias,36,[],,"[""noun""]",,35322,n.[醫]尿道下裂
marena,36,[],,"[""noun""]",,35323,
solaria,36,[],,"[""noun (plural)""]",,35324, solarium的復數
pinnatifid,36,[],,"[""adjective""]",,35325,adj.[植](葉)羽狀半裂的
steadiness,36,"[""steadinesses""]",,"[""noun""]",,35326,n.堅定性
physiographical,36,[],,"[""adjective""]",,35327,"adj.地文學的,地形學的"
pademelon,36,"[""pademelons""]",,"[""noun""]",,35328,n.[動]小型沙袋鼠[澳洲土著語]
cobbing,36,[],,"[""other"",""adjective""]",,35329,
dendrologist,36,[],,"[""noun""]",,35330,
mesembryanthemum,36,"[""mesembryanthemums""]",,"[""noun""]",,35331,n.[植] 松葉菊屬
threave,36,[],,"[""noun""]",,35332,
endolymphatic,36,[],,"[""adjective""]",,35333,
finos,36,[],,"[""noun (plural)""]",,35334,
indult,36,[],,"[""noun""]",,35335,n.特別許可或恩典
spirea,36,"[""spireas""]",,"[""noun""]",,35336,n.(=spiraea)[植]繡線菊類的植物
dekle,36,[],,"[""noun""]",,35337,
macher,36,[],,"[""noun""]",,35338,
rampion,36,"[""rampions""]",,"[""noun""]",,35339,n.匍匐風鈴草
gravid,36,[],,"[""adjective"",""noun""]",,35340,"adj.懷孕的,妊娠的"
stalkless,36,[],,"[""adjective""]",,35341,
wyte,36,[],,"[""other""]",,35342,
disaggregate,36,"[""disaggregated""]",,"[""verb transitive""]",,35343,"v.使崩潰,分解,聚集"
hydrilla,36,"[""hydrillas""]",,"[""noun""]",,35344,n.[植](20世紀60 年代從亞洲引進美國的) 軟水草
subaquatic,36,[],,"[""adjective""]",,35345,adj.[動][植]半水生的
corallian,36,[],,"[""noun""]",,35346,
planorbis,36,[],,"[""noun""]",,35347,
fidia,36,[],,"[""noun""]",,35348,
nerite,36,[],,"[""noun""]",,35349,
dentalium,36,[],,"[""noun""]",,35350,"n.[動]角貝屬海生軟體動物,八角貝,像牙貝"
stephanotis,36,"[""stephanotises""]",,"[""noun""]",,35351,n.[植]千金子藤
skeletonizer,36,[],,"[""noun""]",,35352,
langya,36,[],,"[""noun""]",,35353,
alday,36,[],,"[""adv""]",,35354,
quintel,36,[],,"[""noun""]",,35355,
poof,35,"[""poofs""]",,"[""noun""]",,35356,n.吹熄蠟燭的聲音
headshot,35,"[""headshots""]",,"[""noun""]",,35357,
snooze,35,"[""snoozed"",""snoozing"",""snoozes""]",,"[""noun"",""verb intransitive"",""other""]",,35358,"vi.<口>(尤指在白天)小睡,打盹兒vt.懶散地打發日子n.打盹兒,瞌睡"
reapply,35,"[""reapplied"",""reapplying""]",,"[""other""]",,35359,"v.再運用,再申請"
headboard,35,"[""headboards""]",,"[""noun""]",,35360,n.床頭板
freshener,35,[],,"[""noun""]",,35361,"n.清涼劑,新手"
baklava,35,"[""baklavas""]",,"[""noun""]",,35362,"n.(土爾其,希腊的)果仁蜜餅"
enchilada,35,"[""enchiladas""]",,"[""noun""]",,35363,n.以辣椒調味之一種墨西哥菜
qualm,35,"[""qualms""]",,"[""noun""]",,35364,n.疑慮
morsel,35,"[""morsels""]",,"[""noun""]",,35365,"n.(食物)一口,少量"
unsavory,35,[],,"[""adjective""]",,35366,"adj.難吃的,令人討厭的"
differentiator,35,"[""differentiators""]",,"[""noun""]",,35367,"n.區分者,微分器"
quietness,35,"[""quietnesses""]",,"[""noun""]",,35368,"n.平靜,寂靜"
oho,35,[],,"[""other""]",,35369,"int.表示驚訝,高興,嘲弄時所發聲音"
vicariously,35,[],,"[""adv""]",,35370,"adv.代理地,擔任代理者地"
beholden,35,[],,"[""past participle"",""other""]",,35371,adj.對...表示感謝
abhorrent,35,[],,"[""adjective""]",,35372,"adj.可惡的,格格不入的"
contraindication,35,"[""contraindications""]",,"[""noun""]",,35373,n.禁忌征候
polarizer,35,[],,"[""noun""]",,35374,"n.偏光器,起偏鏡"
underhanded,35,[],,"[""adjective""]",,35375,adj.秘密的
soiree,35,"[""soirees""]",,"[""noun""]",,35376,"n.晚會,黃昏時的聚會"
skulk,35,"[""skulked"",""skulking"",""skulks""]",,"[""verb intransitive"",""noun"",""other""]",,35377,"vi.偷偷隱躲,偷懶"
convulse,35,"[""convulsed"",""convulsing"",""convulses""]",,"[""verb transitive"",""other"",""noun"",""adjective"",""adv""]",,35378,"vt.震動,震撼,使抽筋"
woeful,35,[],,"[""adjective"",""noun""]",,35379,"adj.悲傷的,悲哀的,可憐的,遺憾的"
sylvatic,35,[],,"[""adjective""]",,35380,adj.棲息於森林的
skirmished,35,[],,"[""other""]",,35381,
dewdrop,35,"[""dewdrops""]",,"[""noun""]",,35382,"n.露珠,露滴"
invagination,35,"[""invaginations""]",,"[""noun""]",,35383,
guardant,35,[],,"[""verb transitive"",""noun""]",,35384,
crosshairs,35,[],,"[""other""]",,35385,
multinucleate,35,[],,"[""adjective""]",,35386,adj.[生](細胞等) 多核的(亦作multinucleated)
bratwurst,35,"[""bratwursts""]",,"[""noun""]",,35387,n.(供煎食的)德國式小香腸
convallaria,35,"[""convallarias""]",,"[""noun""]",,35388,
rendezvoused,35,[],,"[""other""]",,35389,
microphthalmia,35,[],,"[""noun""]",,35390,
shoplifter,35,"[""shoplifters""]",,"[""noun""]",,35391,n.商店扒手
frigga,35,"[""friggas""]",,"[""noun""]",,35392,n.(北歐神話)弗麗嘉
defeatism,35,"[""defeatisms""]",,"[""noun""]",,35393,n.失敗主義
pigmentary,35,[],,"[""adjective""]",,35394,"adj.顏料的,色素的"
chenille,35,"[""chenilles""]",,"[""noun""]",,35395,
neckwear,35,"[""neckwears""]",,"[""noun""]",,35396,"n.領帶,圍巾之類"
deerskin,35,"[""deerskins""]",,"[""noun""]",,35397,"n.鹿皮,鹿皮制衣服"
inhalant,35,"[""inhalants""]",,"[""adjective"",""noun""]",,35398,"n.吸入劑,吸入器adj.供吸入的,吸入用的"
supernaturally,35,[],,"[""adv""]",,35399,adv.超自然地
cuffy,35,[],,"[""noun""]",,35400,n.黑人
diarchy,35,"[""diarchies""]",,"[""noun""]",,35401,"n.兩頭政治,兩頭政權(亦作dyarchy)"
